datetime,agree_to_participate_in_survey,legal_age,age,gender,state,city,education_level,education_level_ibge,monthly_family_income,time_in_job_market,employment_situation,job_level,professional_activity,main_job_search_channel,most_likely_communication_channel_to_impact_respondent,offered_benefits_importance,detailed_job_description_importance,salary_importance,about_the_company_importance,job_announcement_visual_quality_importance,announcement_text_size_importance,company_culture_importance,ex_employees_testimonies_importance,work_life_balance_importance,diversity_and_inclusion_intiatives_importance,carreer_plan_importance,prizes_and_recognition_importances,online_presence_importance,company_reputation_importance,company_size_importance,Você já deixou de se candidatar a uma vaga devido à má reputação da empresa?,Você tem alguma sugestão e/ou comentário sobre como as empresas podem melhorar suas estratégias de divulgação de vagas de emprego?
7/17/2024 21:08:33,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Gerente,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,3,4,4,3,3,2,3,4,1,1,
7/17/2024 21:08:35,1,1,Entre 20-24 anos,fem,Paraná,Santa Fé,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Especialista,Educação,WhatsApp,Anúncios no Instagram,4,3,4,4,3,3,4,4,4,4,4,4,3,4,3,1,
7/17/2024 21:15:56,1,1,Entre 30-34 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Empregado(a),Técnico(a),Vendas e Comércio,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,3,3,3,3,2,4,3,4,4,3,3,3,Não,
7/17/2024 21:24:18,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Educação,LinkedIn,E-mail,4,3,4,3,2,2,3,4,4,4,4,3,3,4,3,1,
7/17/2024 21:26:40,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Desempregado(a),Auxiliar ou Ajudante,Administração e Negócios,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Evento/feira de recrutamento/mutirões de emprego",4,3,4,3,2,2,4,3,4,4,3,2,2,4,2,1,
7/17/2024 21:28:58,1,1,Entre 35-39 anos,fem,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Mais de 10 anos,Desempregado(a),Auxiliar ou Ajudante,Logística,Sites das empresas,E-mail,4,4,4,4,2,2,2,3,3,4,4,4,2,4,2,1,
7/17/2024 21:33:22,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Educação,Facebook e/ou Instagram,"Anúncio em grupos no WhatsApp, Anúncios no Instagram",3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,Não,Nao
7/17/2024 21:40:40,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Recursos Humanos,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,2,4,0,0,4,3,4,4,4,1,2,2,2,1,Ver os funcionários como pessoas e não só como funcionários pagos
7/17/2024 21:42:45,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Sênior,Educação,Indicação,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,4,4,4,4,4,2,2,4,3,Não,
7/17/2024 21:45:44,1,1,Entre 30-34 anos,fem,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Técnico(a),Saúde,Facebook e/ou Instagram,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram",2,2,2,2,2,2,1,0,1,1,1,0,0,1,1,Não,
7/17/2024 21:57:15,1,1,Entre 45-49 anos,masc,Paraíba,João Pessoa,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Administração e Negócios,WhatsApp,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,3,3,3,4,4,3,4,3,Não,
7/17/2024 21:57:32,1,1,Entre 25-29 anos,fem,São Paulo,Carapicuíba,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Analista Pleno,Vendas e Comércio,Indicação,E-mail,4,3,3,4,2,2,4,4,4,4,4,3,3,4,3,1,
7/17/2024 21:58:58,1,1,Entre 55-59 anos,fem,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Especialista,Educação,Indicação,Concurso publico,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,Não,
7/17/2024 22:02:37,1,1,Entre 55-59 anos,fem,São Paulo,Sorocaba,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Recursos Humanos,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,4,3,2,4,4,4,3,3,4,3,4,3,1,Clareza e objetividade
7/17/2024 22:06:28,1,1,Entre 25-29 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Empregado(a),Assistente,Vendas e Comércio,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,4,3,3,4,4,4,4,4,4,1,
7/17/2024 22:14:27,1,1,Entre 30-34 anos,fem,Pernambuco,Paulista,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Menos de 1 ano,Empregado(a),Assistente,Telecomunicações,Indicação,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,No momento não quero informar
7/17/2024 22:14:31,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Júnior,Marketing e Publicidade,Sites das empresas,"Menu ""Vagas"" no LinkedIn",3,4,4,1,1,1,3,3,3,3,4,4,2,3,2,1,Um dos grandes pontos é a falta de informação sobre o salário da vaga oferecida.
7/17/2024 22:29:12,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Júnior,Saúde,LinkedIn,"Menu ""Vagas"" no LinkedIn, Indicações de amigos",4,4,4,4,3,2,4,4,4,4,4,4,2,4,2,1,"Deixar claro a proposta (híbrido, home office, presencial? salário? horário?) e como vai funcionar o processo seletivo: quais e como serão as fases?"
7/17/2024 22:32:39,1,1,Entre 20-24 anos,fem,São Paulo,Itapevi,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Jovem Aprendiz,Educação,Sites de vagas de emprego,E-mail,4,4,4,3,3,3,4,2,4,3,4,4,2,4,1,Não,
7/17/2024 22:36:42,1,1,Entre 25-29 anos,masc,Goiás,Goiânia,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Arquitetura e Urbanismo,Indicação,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,3,4,4,4,4,2,2,3,2,1,Acredito que o investimento em divulgação através das redes sociais é o melhor caminho.
7/17/2024 22:45:08,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Júnior,Arquitetura e Urbanismo,LinkedIn,"Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,2,4,4,2,1,3,4,4,4,4,4,0,4,0,1,
7/17/2024 22:57:33,1,1,Entre 50-54 anos,fem,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Analista Sênior,Administração e Negócios,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,1,"Propagandas da TV sobre vagas, jornais da TV "
7/17/2024 22:58:58,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Educação,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,3,4,3,2,4,3,4,4,4,2,2,4,2,1,
7/17/2024 23:01:53,1,1,Entre 20-24 anos,fem,São Paulo,Carapicuíba,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 3 até 6 anos,Desempregado(a),Auxiliar ou Ajudante,Administração e Negócios,Sites de vagas de emprego,"Anúncios no Facebook, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,2,2,1,3,3,4,3,3,2,2,2,1,1,"1, acredito que passar tudo de importante e de forma breve ajuda muito, seria legal se o canal de vagas já tivesse uma avaliação da empresa também."
7/17/2024 23:08:25,1,1,Entre 18-19 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Autônomo(a),Marketing e Publicidade,Sites de vagas de emprego,"Menu ""Vagas"" no LinkedIn",2,4,3,4,4,4,3,4,4,3,4,4,4,4,1,1,Não
7/17/2024 23:18:11,1,1,Entre 45-49 anos,fem,Paraná,Santa Fé,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Desempregado(a),Técnico(a),Segurança do Trabalho,Pessoalmente na própria empresa,"Anúncio em grupos no WhatsApp, Anúncios no Facebook",4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,1,"Acredito que quanto mais informações sobre a vaga melhor, ex : salário, jornada"
7/17/2024 23:31:17,1,1,Entre 30-34 anos,fem,São Paulo,Ribeirão Preto,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Menos de 1 ano,Empregado(a),Especialista,Agricultura e Meio Ambiente,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,4,0,4,4,4,4,4,4,2,4,2,1,
7/17/2024 23:31:53,1,1,Entre 40-44 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Gerente,Comunicação e Jornalismo,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,3,4,4,3,3,2,3,4,1,1,"Divulgar claramente o salário, nem que seja uma faixa de valores."
7/17/2024 23:56:39,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Comunicação e Jornalismo,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,3,3,4,4,2,2,2,3,4,1,1,Não usando o Gupy tá ótimo. É impessoal e confuso
7/18/2024 0:15:23,1,1,Entre 25-29 anos,fem,São Paulo,Osasco,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Assistente,Finanças e Contabilidade,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,3,3,4,3,4,4,4,4,3,1,
7/18/2024 0:18:56,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Tecnologia da Informação,LinkedIn,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,"Atualmente, o que eu mais acompanho são as vagas do LinkedIn. Então, utilizando isto como parâmetro, creio que a função ""Candidatura 1plificada"" é o meio mais rápido e prático, onde mais empresas poderiam adotar, sem ter que direcionar o candidato para sites de vagas onde o currículo será avaliado por Inteligência Artificial. Entendo que para algumas empresas grandes e com vagas com inúmeras candidaturas é humanamente impossível avaliar tantos perfis profissional, mas deveria ter um critério mais humanizado para avaliar os currículos, afinal, são pessoas se candidatando, não robôs."
7/18/2024 0:26:44,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn, Telegram",3,4,4,4,2,1,4,3,3,4,4,3,2,3,2,1,
7/18/2024 0:28:39,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Menos de 1 ano,Desempregado(a),Auxiliar ou Ajudante,Tecnologia da Informação,Sites de vagas de emprego,"Menu ""Vagas"" no LinkedIn",4,3,4,3,2,2,3,3,2,3,3,2,3,4,3,1,
7/18/2024 6:11:08,1,1,Entre 45-49 anos,fem,São Paulo,Osasco,Ensino Médio incompleto,Fundamental completo e médio incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Desempregado(a),Auxiliar ou Ajudante,Serviços Gerais,Pessoalmente na própria empresa,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Banner/cartaz/outdoor, E-mail, Mídia no ponto de ônibus ou metrô, Propaganda na televisão",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,
7/18/2024 6:57:10,1,1,Entre 20-24 anos,fem,São Paulo,Itapevi,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Marketing e Publicidade,Sites de vagas de emprego,E-mail,4,4,4,3,2,1,4,4,4,3,4,4,4,4,3,1,"Acredito que o primeiro ponto de extrema importância das empresas quando falamos de processo seletivo, é o feedback pós candidatura. As empresa pecam muito em não fornecer um respaldo ao candidato, muitas vezes causando ansiedade a pessoa que se candidatou. Na divulgação acredito que devesse ser primordial a divulgação do salário, ou então que seja dito já na primeira entrevista, para que ambos não percam tempo. Um edital breve com as informações mais relevantes, e a quantidade de etapas que o candidato irá enfrentar nesse processo. "
7/18/2024 7:28:12,1,1,Entre 25-29 anos,fem,São Paulo,Valinhos,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Farmacêutica e/ou Química,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,1,0,4,2,3,3,4,4,1,4,3,1,
7/18/2024 7:32:26,1,1,Entre 25-29 anos,masc,São Paulo,Guarulhos,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,E-mail,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Enviando mensagem para os candidatos que mais tem math com a vaga
7/18/2024 7:34:07,1,1,Entre 40-44 anos,fem,Rio de Janeiro,Rio de Janeiro,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Desempregado(a),Analista Júnior,Turismo e Hospitalidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,3,4,2,2,4,4,4,4,3,2,2,4,2,1,
7/18/2024 7:44:43,1,1,Entre 25-29 anos,masc,Ceará,Fortaleza,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Empregado(a),Especialista,Comunicação e Jornalismo,LinkedIn,E-mail,4,3,4,3,3,2,3,3,4,4,4,4,3,2,2,Não,Detalhar mais e sempre colocar o salário
7/18/2024 7:47:16,1,1,Entre 60-64 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Coordenador(a) ou Supervisor(a),Administração e Negócios,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,3,4,3,2,3,3,2,4,2,1,"Uma coisa que sempre noto, é que não informam o bairro que se localizam as vagas 
E numa cidade tão grande como São Paulo, isso é importante."
7/18/2024 8:10:55,1,1,Entre 25-29 anos,masc,Ceará,Alto santo,Ensino Superior completo,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Menos de 1 ano,Empregado(a),Auxiliar ou Ajudante,Saúde,Indicação,"Anúncio em grupos no WhatsApp, Anúncios no Instagram",4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,1,
7/18/2024 8:10:57,1,1,Entre 20-24 anos,fem,Ceará,Alto Santo,Pós-graduação completa,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Empregado(a),Técnico(a),Serviços Sociais e Comunitários,Sites das empresas,"Menu ""Vagas"" no LinkedIn",4,2,4,3,2,2,3,4,4,4,4,4,2,4,2,1,
7/18/2024 8:11:01,1,1,Entre 20-24 anos,fem,Ceará,Alto Santo,Pós-graduação completa,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Empregado(a),Técnico(a),Serviços Sociais e Comunitários,Sites das empresas,"Menu ""Vagas"" no LinkedIn",4,2,4,3,2,2,3,4,4,4,4,4,2,4,2,1,
7/18/2024 8:13:08,1,1,Entre 25-29 anos,fem,Ceará,Cascavel,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Técnico(a),Educação,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,2,4,3,3,3,4,4,4,4,3,1,
7/18/2024 8:17:56,1,1,Entre 20-24 anos,fem,Ceará,Alto Santo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Desempregado(a),Auxiliar ou Ajudante,Vendas e Comércio,Indicação,"Anúncio em grupos no WhatsApp, Anúncios no Instagram",4,4,4,4,2,2,3,4,4,3,3,4,3,4,2,1,
7/18/2024 8:19:25,1,1,Entre 20-24 anos,masc,São Paulo,Piracicaba,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,Anúncio em grupos no WhatsApp,4,3,4,4,4,1,2,4,4,1,3,1,3,4,3,1,Divulgação de Salário
7/18/2024 8:20:28,1,1,Entre 45-49 anos,fem,Ceará,Alto Santo,Pós-graduação completa,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Mais de 10 anos,Empregado(a),Diretor(a),Educação,Pessoalmente na própria empresa,Vou doreto a empresa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Não,Sempre tem que ter amor envolvido
7/18/2024 8:21:39,1,1,Entre 40-44 anos,masc,Ceará,Cascavel,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Empregado(a),Auxiliar ou Ajudante,Transporte e Entrega,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",3,2,4,3,2,2,4,3,4,3,3,2,2,3,4,1,Falando seus benefícios q realmente vão pagar
7/18/2024 8:21:42,1,1,Entre 40-44 anos,Prefiro não responder,Santa Catarina,Florianópolis,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Administração e Negócios,LinkedIn,E-mail,3,4,4,4,1,0,3,2,2,0,3,3,1,3,3,Não,Divulgar a faixa Salarial mais cedo
7/18/2024 8:22:51,1,1,Entre 25-29 anos,masc,Ceará,Cascavel,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Assistente,Administração e Negócios,LinkedIn,Anúncios no Instagram,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,1,
7/18/2024 8:23:27,1,1,Entre 18-19 anos,fem,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Estagiário(a),Ciências e Pesquisa,Sites de vagas de emprego,"Menu ""Vagas"" no LinkedIn",4,3,4,1,3,0,4,4,2,3,1,1,3,4,0,1,"Sempre que possível, clareza na comunicação das funções, salário e bonificação. O valor do salário também deve ser pesquisado e adequado ao mercado e a realidade do funcionário, maior desmotivação são salários mal pagos e candidaturas extremamente complicadas e pouco transparentes para funções e empresas que não correspondem ao padrão que tentam passar com a burocracia."
7/18/2024 8:28:27,1,1,Entre 25-29 anos,fem,Ceará,Cascavel,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Gerente,Recursos Humanos,Indicação,Anúncio em grupos no WhatsApp,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,1,
7/18/2024 8:28:30,1,1,Entre 20-24 anos,masc,Ceará,Fortaleza,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Auxiliar ou Ajudante,Transporte e Entrega,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Banner/cartaz/outdoor, E-mail, Evento/feira de recrutamento/mutirões de emprego, Panfletos, Propaganda na televisão",4,4,4,4,4,2,2,2,2,3,4,3,1,4,2,1,
7/18/2024 8:35:54,1,1,Entre 35-39 anos,fem,Rio de Janeiro,Rio de Janeiro,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,3,3,2,2,2,4,4,4,4,4,4,3,1,
7/18/2024 8:36:13,1,1,Entre 20-24 anos,fem,Ceará,Cascavel,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Estagiário(a),Saúde,LinkedIn,Anúncios no Instagram,4,4,4,4,3,2,4,4,4,3,4,4,3,4,3,1,
7/18/2024 8:39:07,1,1,Entre 40-44 anos,fem,Rio de Janeiro,Rio de Janeiro,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Finanças e Contabilidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,3,3,2,2,4,3,4,4,2,1,4,2,1,
7/18/2024 8:49:12,1,1,Entre 30-34 anos,masc,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,2,2,2,2,3,4,3,4,3,2,4,2,1,
7/18/2024 8:51:55,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Finanças e Contabilidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,2,2,2,2,2,3,3,1,3,3,2,3,2,1,
7/18/2024 8:53:31,1,1,Entre 20-24 anos,fem,Pará,Belém,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",3,4,3,2,2,2,2,3,3,3,3,2,1,3,0,Não,
7/18/2024 8:54:55,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Administração e Negócios,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,3,1,1,3,4,4,3,4,4,2,4,3,1,
7/18/2024 8:56:45,1,1,Entre 40-44 anos,fem,São Paulo,Santo André,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Comércio Exterior,Sites de vagas de emprego,"Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,3,4,4,4,4,3,4,3,Não,
7/18/2024 8:57:14,1,1,Entre 35-39 anos,fem,São Paulo,Indaiatuba,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Comércio Exterior,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,4,4,2,2,3,4,4,4,1,"Por favor comecem a colocar o salário oferecido na divulgação da vaga ou no mínimo durante o primeiro contato direto com o candidato. Pq muitas vezes todo o processo seletivo acaba sendo uma perda de tempo.
E parem de usar gupy por favor 🙏🏻 rss"
7/18/2024 9:01:35,1,1,Entre 25-29 anos,masc,Minas Gerais,Belo Horizonte,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",3,4,4,3,3,2,2,3,3,3,4,3,2,3,3,Não,
7/18/2024 9:01:41,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Desempregado(a),Analista Pleno,Saúde,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",1,1,3,3,0,2,4,4,4,4,4,4,1,3,0,1,
7/18/2024 9:08:40,1,1,Entre 35-39 anos,fem,São Paulo,Presidente Prudente,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Desempregado(a),CEO,Saúde,Sites de vagas de emprego,"Anúncios no Facebook, Anúncios no Instagram",4,4,4,4,2,4,2,3,2,2,3,3,3,3,3,Não,Fazer na própria página da empresa a divulgação seje por Facebook ou Instagram.
